"","AUDNZD.Curncy","EURAUD.Curncy","EURCHF.Curncy","EURGBP.Curncy","EURJPY.Curncy","AD1.A.00_0_R.Curncy","EC1.A.00_0_R.Curncy","BP1.A.00_0_R.Curncy","JY1.A.00_0_R.Curncy","PE1.A.00_0_R.Curncy","TU1.A.00_0_R.Comdty","TY1.A.00_0_R.Comdty","DU1.A.00_0_R.Comdty","RX1.A.00_0_R.Comdty","G.A.00_0_R.1.Comdty","JB1.A.00_0_R.Comdty","ES1.A.00_0_R.Index","VG1.A.00_0_R.Index","ND1.A.00_0_R.Index","Z.A.00_0_R.1.Index","HI1.A.00_0_R.Index","NX1.A.00_0_R.Index","SM1.A.00_0_R.Index","C.1.A.00_0_R.Comdty","CT1.A.00_0_R.Comdty","SB1.A.00_0_R.Comdty","KC1.A.00_0_R.Comdty","CC1.A.00_0_R.Comdty","LH1.A.00_0_R.Comdty","LC1.A.00_0_R.Comdty","S.1.A.00_0_R.Comdty","BO1.A.00_0_R.Comdty","CL1.A.00_0_R.Comdty","NG1.A.00_0_R.Comdty","GC1.A.00_0_R.Comdty","SI1.A.00_0_R.Comdty","LMCADS03.A.00_0_R.Comdty","LMAHDS03.A.00_0_R.Comdty","LMNIDS03.A.00_0_R.Comdty","LMZSDS03.A.00_0_R.Comdty"
"2005/4/15",-0.0579033871017019,-0.0220298129433396,0.0729965462715068,-0.0479620023885541,0.0551534902889845,0.041284280834842,0.0219646249655514,0.059529481995306,-0.0311023004789164,0.0862534361862835,-0.336752562238426,0.0672188405451278,1.24901540811231,0.288986253876509,0.114923348490034,0.426353247925511,0.000920241199096452,0.0566025668631812,-0.0312910091954887,0.119501287251881,0.0531162733514827,0.014508114980196,0.10914487114164,-0.0135251830853844,0.00113739490233689,-0.00935537795485069,0.00887128537585389,0.000813539029408302,-0.00255294988734766,0.000584801076750932,0.00596194706183307,0.00234845288962609,0.0125040475301063,-0.0111183601345397,0.0249791204208231,0.00546014169315912,0.026373959996185,0.0143778206641384,0.0195125035905718,0.0204688764172904
"2005/4/18",-0.0665231661776427,-0.0158518938292517,0.0501097086492675,-0.0423371404130198,0.0571019359526623,0.0424995678604511,0.0282650781002339,0.06584608230389,-0.0259030696148717,0.0862534361862835,-0.396222728210913,0.0516236298912316,1.24007184297704,0.288986253876509,0.128001277288841,0.45083253591109,0.00593088868113778,0.0376908837637287,-0.0285493188035687,0.0704572953525135,0.0446547387389504,0.0038103959536106,0.072681434410899,-0.014763334951607,0.00280198009951037,-0.00822124571908519,0.00901882402399987,0.000632212426542508,-0.00463255597252123,0.00353529598574427,0.00610175193880672,0.00191775510674318,0.0129378330107689,-0.01337524086773,0.0372100689613125,0.00573893135020685,0.0304054228082045,0.0176748694934318,0.0173932767562704,0.0206667971106841
"2005/4/19",-0.0739113030838014,-0.0139665372888416,0.0161132016738724,-0.0533318423827384,0.0504611066288601,0.0490330618884601,0.0378905253462999,0.0808912813335731,-0.0119124366964249,0.0996605375785049,-0.283285232799859,0.0907451485022645,1.38621581233698,0.287538269422426,0.140214190248812,0.452616080561402,0.0124416797047268,0.0326683661667239,-0.0260352798341638,0.0729604929790387,0.0410079436095627,0.00250996901134276,0.0758752465009149,-0.0115767091289453,0.00347954731881312,-0.00810604310386346,0.00936572524605249,0.00106026068138505,-0.00404091960553023,0.00467801525833358,0.00808991491963063,0.00376229035537758,0.0263630839523702,-0.0113066007096785,0.10127750233429,0.0122685968549816,0.0345966901227019,0.0209848932355487,0.0199858056783126,0.0252975352453607
"2005/4/20",-0.0804491942230767,-0.0107100351943421,0.015381346870099,-0.0447707690922539,0.0549369108045612,0.044986667365162,0.0334185448180021,0.0745205592184902,-0.0209860895680305,0.115693445106833,-0.223886247900992,0.106939699954225,1.4201969323205,0.28741903785137,0.153343343238813,0.445783624497581,-0.00891849094067988,0.0167653795319512,-0.0332491110567611,0.0486225127453195,0.0347297876725138,-0.0119906824147295,0.0569415405479124,-0.0108245635779194,0.00340489560876009,-0.0090471614244866,0.00934429461171989,0.000707539822940412,-0.00329647661191606,0.00432367279420607,0.00819817943452557,0.00366949218374352,0.0256843686758578,-0.0123031238157388,0.0848443882658208,0.0110771396471807,0.0363353637448197,0.0214435517689946,0.0193064322890812,0.0263972048886796
"2005/4/21",-0.0866490861130526,-0.0116633095824606,0.0339573532315012,-0.0325349903855239,0.0583040518573606,0.0430232535536147,0.0297155441779916,0.0655981572855138,-0.0263160335592501,0.114514629051127,-0.379140777200397,0.0620100395689049,1.35204204532561,0.28577294701992,0.160903005472909,0.441090042342693,0.00480595666765325,0.0281406058364284,-0.0202160333679206,0.0464766965412395,0.0449263316461613,0.000256320287915741,0.0520553707574197,-0.00926734273915538,0.00618064226796079,-0.00881320783822531,0.00937755454033201,-0.00171966514202536,-0.00549983354187919,0.00476246522769349,0.0104123732487025,0.00553529935352814,0.0347041563654873,-0.0104259084745652,0.0709308083949678,0.0084587680424256,0.0310077283156368,0.0155854937776608,0.0165150496455503,0.0211875631927276
"2005/4/22",-0.0878128644712889,-0.0214293911946804,0.0295995965239621,-0.0366347135215531,0.0404277348058658,0.0478482713355629,0.0285183757140983,0.0651102143137135,-0.0145874298787703,0.112951473800617,-0.303325244027539,0.0788955364391103,1.46859131874232,0.290319958134,0.152469387233206,0.419901175871583,-0.00162936453205869,0.032247748563862,-0.0278393177393222,0.0604209850961956,0.043289403089548,-0.00870006483288401,0.0599644047903767,-0.0104007678668225,0.00622467351071966,-0.00994694491303869,0.00925122374565305,-0.00294487339323668,-0.00726841647952909,0.00562974334019245,0.0101232786547844,0.00463179868428783,0.0493193551428387,-0.00778109423308058,0.0619323500302158,0.00837080006024665,0.0291918801929396,0.0141589527075125,0.0159875647683302,0.0206450786535489
"2005/4/25",-0.0812874589173216,-0.0295073139712445,0.0300265508781621,-0.0482749744248,0.0232078306654469,0.0486301842783024,0.0235901568579929,0.0634006894691687,-0.00662066564500347,0.118022308078636,-0.314950717350874,0.0780027661389922,1.48050608355486,0.289047754348084,0.167921234660808,0.440045110785263,0.00139521022239155,0.0303137669097153,-0.028289188335724,0.0660426379710657,0.040653130194632,-0.0038729617522729,0.0546543847316462,-0.00888537349661773,0.00805949947263442,-0.0109767848282719,0.00924574058754478,-0.00444754413122647,-0.00883595806781941,0.007481026163119,0.0102602910185698,0.00504190350710528,0.0373343691275246,-0.008132104565759,0.0767909724954906,0.00802359317182227,0.0267459416514996,0.00793923267295243,0.0162841590975508,0.0192657200034327
"2005/4/26",-0.0729691326209626,-0.0238585008155289,-0.00119365834991356,-0.0375399972138894,0.0253808589542317,0.0424239817547811,0.0191789228896573,0.0552686531386943,-0.013065647847273,0.116999572354331,-0.332541845375226,0.0747294389607013,1.43494975240299,0.289062135745924,0.160243695652872,0.44324631512349,-0.0146321648172027,0.0248924118764096,-0.0362782312432652,0.0506793181061352,0.0529265807277736,-0.0141042202048368,0.0603644836104558,-0.00959661941289016,0.00855826352280933,-0.00750380601364911,0.00904016919341302,-0.0056482477799268,-0.00533763815793822,0.00849331045874438,0.0105462186637523,0.00470642409061284,0.0462679546770763,-0.00802339170584849,0.0880697825695265,0.00754967723056305,0.0245506246353324,0.00739079657788263,0.0149827211450935,0.0180001952203397
"2005/4/27",-0.0684011200527326,-0.0245355370254273,0.00658583597819279,-0.0540273715771624,0.0108288713082975,0.0399694711338391,0.0146385731996474,0.0566366363511682,-0.0063844003670664,0.11696678510512,-0.28122458505672,0.0865507087196047,1.48010111518552,0.288916114405772,0.168527370436937,0.438449998161926,-0.0136687237859036,0.015937579266498,-0.0363819394860911,0.0197937384391417,0.0513150204082154,-0.01362544141552,0.0361470557865002,-0.0109986618060086,0.00756519780633654,-0.00694981709731655,0.00906345609491607,-0.00480864275556271,-0.00407435627772065,0.00348158449858405,0.00926905348709993,0.0041841322928677,0.0242138406313552,-0.0116337563850228,0.0621960262060756,0.00552477006081283,0.0215937266599672,0.0052667252092305,0.0144615039818929,0.016555386673737
"2005/4/28",-0.0782768934888225,-0.0329309337338018,-0.00588729193073092,-0.067292309872103,0.00690170529910222,0.0420622992085476,0.00927502653819125,0.0555966957696347,-0.00928202915843231,0.102703175678108,-0.161004069552959,0.114686866482903,1.47100873918739,0.287681907276863,0.170989712390868,0.448331088421009,-0.0287833349962298,0.00408583527817626,-0.0425072805615352,0.0117964733699016,0.0526712748166881,-0.0161659532640422,0.0317010789261349,-0.0121005268625731,0.00947125297484504,-0.00868359366826097,0.00900291626869019,-0.00549662639992844,-0.00445738905414322,0.00087665693932958,0.00968040917064563,0.00439316737938398,0.030799616694777,-0.00986775075531353,0.0539191025399436,0.0014847064629528,0.0206239271889574,0.00534525871085172,0.0132551361525352,0.014393380547103
"2005/4/29",-0.0777998067767465,-0.0360630597660199,-0.00851334767684266,-0.0690729691028273,-0.00227528925107608,0.0437750211267498,0.0107029495942052,0.0572822016138332,-0.000919675031337227,0.108028079667717,-0.307079316553815,0.0790150837429788,1.4869547643103,0.295598553812682,0.161988309459584,0.451899706624908,-0.0227900821140862,0.0025424364214489,-0.0440851559978044,0.00925355190584748,0.041353876379882,-0.0165967256965477,0.031972457699833,-0.0123355263121467,0.00947873502253151,-0.00786980560950935,0.00874241847707439,-0.00510544119028637,-0.00375097847621248,0.00143546139998031,0.0100030865267273,0.00415550460440241,0.0118922166926789,-0.0105415870954643,0.0747281083238947,0.000447344919574046,0.0238468654676318,0.00622353948520642,0.0130189011627403,0.0168037618509904
"2005/5/2",-0.0970460606916483,-0.0265455849763125,-0.0151324025812699,-0.043647178735011,0.00711395221327624,0.0424296815820178,0.0170555466260914,0.0561913776255229,-0.00322032843759037,0.109326873486386,-0.240220787892268,0.0822546233597848,1.50188584387976,0.295970356967987,0.147668220921181,0.451037051296001,-0.0171417156678093,0.00749363056694985,-0.0431722387836248,0.00290610544962156,0.033506411471296,-0.0160388105103522,0.0455424255792542,-0.014791530107119,0.00919510229411158,-0.00747207747308615,0.00562804381481088,-0.00578428048582615,-0.0053474336795638,-0.00167547112431381,0.00953306155774728,0.00355298555877245,0.0274340954270956,-0.00969459790970904,0.0508006957853267,0.000622227731334743,0.0233930944727654,0.00751900438323251,0.01282718421656,0.0159376838610067
"2005/5/3",-0.0992598573273854,-0.0207575102674152,0.0135973872634521,-0.0362905692385256,-0.00380613016441901,0.0389973687929338,0.016428813286778,0.0529652991440235,0.00524893255079702,0.1087647988775,-0.224598919395119,0.086714316433399,1.4957423902777,0.297095243099528,0.159634755277774,0.45183536443829,-0.013472727846241,0.0160290540831573,-0.0380337402018774,0.0278780442059958,0.0379394847070146,-0.0162550479748469,0.0492884058172627,-0.0156350129679398,0.00706662532283019,-0.0110778089119242,0.00589272149608894,-0.00513000109635145,-0.00664007406367819,-0.000252463498908388,0.00832477841873512,0.00317048562121644,0.0156871532601978,-0.0118927663296805,0.0265444945834556,0.000305268195795402,0.0214974536938086,0.00254488554135071,0.010178444080507,0.0130580577439851
"2005/5/4",-0.099683234388695,-0.0253981877284725,0.0377700391528084,-0.040084252687896,0.00260475202672305,0.0435475661063553,0.019677217303013,0.058092578446654,0.00429505928920652,0.10835675539742,-0.240265783686309,0.0736041180012079,1.49324453312833,0.295205535729814,0.134503703828074,0.481823731453261,-0.00447264059597658,0.0205925841494387,-0.0314368241326443,0.032522454085474,0.0390130218611469,-0.0102909948714994,0.0586842815261529,-0.0156631627663102,0.00643821582547455,-0.0106903845242965,0.00656149963245998,-0.00303271320823549,-0.00557811520025924,-0.00232425224477547,0.00777873264393411,0.00345283046894763,0.0217384538173168,-0.010745487866454,0.0310049687392196,0.00237790469665763,0.0186187989831257,-0.00218975726544104,0.0108179903300343,0.00844519236252187
"2005/5/5",-0.109436864156496,-0.0215543014387684,0.0561450401008784,-0.0415766035567993,-0.00387630054351513,0.0442555547989126,0.0197839167125116,0.059536532326022,0.0103479459124933,0.107527919954653,-0.111410992410748,0.0967653507927844,1.47589826152592,0.294533225389317,0.16713877049691,0.496627317513256,-0.00435868213241002,0.0202641836994461,-0.0286029102607543,0.0370335757237822,0.0537269953236388,-0.00753743122966062,0.0592291091777348,-0.0158173694938355,0.00479608778707459,-0.0149668530076942,0.00561507880757746,-0.00384073585181395,-0.00446457578203096,0.00276308016924545,0.00849282706569555,0.00406252281082587,0.0249818617606794,-0.00889119425575672,0.0346977305325161,0.00274736052047176,0.0166554763126903,-0.00384087298476806,0.0128020447673953,0.00538529611735981
"2005/5/6",-0.120596346397179,-0.0209451804395187,0.0756289966959385,-0.0541946272676554,-0.0115583751774649,0.0302803251992982,0.00293662749700097,0.0432488233635591,-0.00183697560400622,0.106451186452308,-0.244451044927395,0.0707455502583627,1.3728138579286,0.283743068566817,0.108866764300286,0.493908215675187,-0.00962031486987574,0.0251201219019495,-0.031745453860551,0.0399047214139752,0.0525660631209249,-0.00820377530815141,0.0652851064032086,-0.0153493080101855,0.00491672238967258,-0.0120728792136494,0.00622683676967084,-0.00317869521526824,-0.00699176373175941,0.00135010212851104,0.00891819769774524,0.00422437302037118,0.0237305827053707,-0.00935647211851979,-0.00750552289882468,-0.00201268533725989,0.0171365216809761,-0.00203859033105987,0.0142486073387327,0.00741200528305804
"2005/5/9",-0.121574461769894,-0.0130702565255172,0.0821700058083274,-0.0330205172199152,0.00142530617725267,0.0222189508518761,-0.00162302604708639,0.0310835244818676,-0.017030464847552,0.106296987611025,-0.263691654411807,0.0570194657377342,1.37052104627175,0.282831134236591,0.139231601634042,0.463517559595673,-0.00857061691921158,0.0236452569371234,-0.0350092419569152,0.0359491435260455,0.047283010007439,-0.00762805215249467,0.0616692573082043,-0.0158792544042709,0.00598688893210044,-0.0127975499154119,0.00618377991227093,-0.00239163994004679,-0.00878793802024634,0.00187042896050309,0.00772492248273523,0.00456329337379683,0.0274846459322807,-0.00792928675615003,-0.0312817640397346,-0.00151514219579602,0.0180243525668417,-0.00123478306741374,0.0158417602094097,0.00782098053138077
"2005/5/10",-0.113557982875388,-0.0217042693809165,0.0986763175807985,-0.0153313727139382,0.00654199466746095,0.0278146465898207,-0.000785883643877322,0.0256782529715206,-0.0199808007161569,0.102654081499288,-0.157680880913017,0.0878998976968467,1.39127150137295,0.282096274046261,0.175092306728109,0.463387913952004,-0.0213689492099423,0.0136532434601265,-0.0408015419787264,0.0261145568927884,0.0407080255327479,-0.015373638326464,0.0443765246871234,-0.0155083754025496,0.00708216916315499,-0.0119283124215055,0.0047719403036796,-0.00322435927021753,-0.00882132715892167,0.0029060751083196,0.00704118305423032,0.00455857579977124,0.0282486221724585,-0.00798910520528942,-0.0191004319879344,-9.58768551392272e-05,0.0185058348559241,-0.00179404955566415,0.0166476917057661,0.00890315383378041
"2005/5/11",-0.113725843959333,-0.0318920022551605,0.118684748412895,-0.0139929321882793,-0.00304202028750466,0.0302885224641197,-0.00487350791612907,0.0191812216336884,-0.0169992409272379,0.101643641835232,-0.0896612605232523,0.108144539938682,1.39140872793553,0.281231376987526,0.233825470193899,0.466003299922637,-0.0147247283529348,0.0143623129413563,-0.0371954338776779,0.0243743083908763,0.0330666714157593,-0.00918213234955539,0.0507934984780302,-0.0155872952821049,0.00786743946890805,-0.0101854322105455,0.00573273440919823,-0.00328431473472213,-0.00714968575517479,0.00180106755612866,0.00722504526743481,0.0048595487312574,0.0151021745279479,-0.0106317166968529,-0.0107984870847692,0.00075829659341674,0.0182757281785997,-0.00903718056150127,0.0162799536778833,0.00711311129654986
"2005/5/12",-0.0927924011344343,-0.0263210728920863,0.111084786941882,-0.0272831494197301,-0.00620304829578204,0.012380356632867,-0.0217751510851205,0.00526521838615488,-0.0321250061771807,0.103909035988594,-0.0834154273416766,0.121003036190477,1.37509337570491,0.281941994733395,0.254066146365795,0.466755301056625,-0.0239494659969286,0.0140383092218481,-0.0375611614341989,0.0276642029141909,0.0369858257796736,-0.0170358475534007,0.0561907126813253,-0.0161642826477471,0.00616842450934094,-0.0122910007474024,0.00535164382299197,-0.00450808414030604,-0.00691554973170372,0.00432401855652603,0.00543305432104197,0.00388040754468365,0.0039441577364629,-0.0116558336047132,-0.0504996732589187,-0.00325220249078064,0.00899268863028614,-0.014506595814022,0.0171570824090551,0.00220999950835516
"2005/5/13",-0.0714632858065391,-0.0252563341937559,0.117302173464731,-0.0254293273225815,-0.00793722840074172,0.00851702654199006,-0.0278879722213809,-0.0050254268650788,-0.0366901538773139,0.102411546802,0.0364565952066595,0.155451059963237,1.43794880180321,0.31755656406226,0.269662935538517,0.46748460082726,-0.0253344235834675,0.0163564992229212,-0.0281888355953799,0.0265507483026918,0.0296231135021492,-0.0209876586579621,0.0521801830425181,-0.0161847818097485,0.00421928223979295,-0.0109205932468235,0.00455303151034994,-0.00583608300433545,-0.00782777586718003,0.00756210734977979,0.00434559261551104,0.002321031363686,0.000174712191481539,-0.0113340345922899,-0.0644813763425002,-0.00417965651530289,-0.000608888848257701,-0.0218385190669583,0.0143225484159719,0.00163817429318555
"2005/5/16",-0.0586243551132193,-0.0189270328407269,0.107390631509597,0.00075703800348937,-0.021794157090142,0.00491540672781184,-0.0278726338450072,-0.01439565564233,-0.0264360411423428,0.105309581987012,0.0603777852635383,0.16767114760122,1.43869734118978,0.319609212773236,0.275414037434227,0.465718375233599,-0.0129056062868047,0.0227145798398688,-0.0223736003124744,0.0260576615749402,0.0317185385704306,-0.0203693503123198,0.0556216762442562,-0.0153893730036224,0.00242295167333478,-0.0104317485942697,0.00234992542805121,-0.00502626990293835,-0.00894296018516948,0.00839367121649838,0.00524684929638744,0.00227476651249731,0.000639014778408175,-0.0105622765318704,-0.076636041663504,-0.00433240819858946,-0.0021329705086232,-0.0222987127161521,0.011090980517778,0.00103779088517385
"2005/5/17",-0.0524822003356028,-0.0341864377652263,0.140745648802465,0.00161990322774958,-0.0131052634158601,0.00157287614834092,-0.0459241337232668,-0.0323258307540934,-0.0502211285305801,0.105079298003389,-0.00502564260248788,0.167491427150451,1.44726974785873,0.319578340424417,0.275248144246519,0.465791729579652,-0.0010090810998619,0.0258852343724012,-0.0164806038388952,0.0443415487474121,0.0165127729564873,-0.0208886119552498,0.0609435133636971,-0.016730890870582,0.00157360995500779,-0.0121984600171702,0.00357683441452061,-0.00566953684924053,-0.00980777519629034,0.00969506137104269,0.00367824260495011,-6.50955478655684e-06,-0.00244219546211182,-0.0109517801909499,-0.0967580471084509,-0.00416994193580543,-0.00303635558058704,-0.0222594751821514,0.0100072863428838,0.00175790042906436
