"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"2005/4/15",-0.517144377140961,-0.251865473300989,0.354142792126845,-0.315331387729634,0.592844944270235,0.605482972721479,0.290009208653135,0.730977087976738,-0.413461675350454,1,-0.377977333189574,0.303880943737684,0.880633255486961,1,0.423298450646528,0.925002001584892,0.0105807732215327,0.649798799531394,-0.510644537583184,0.904454207391092,0.707529164152753,0.206463034028586,0.949986927193509,-0.77233475583458,0.0940172117559326,-0.548129168254559,0.907045650840879,0.078472309502876,-0.142755843662405,0.0212955524357347,0.476986283581263,0.204495589104655,0.139118985680886,-0.524899710374172,0.1093493560061,0.208215946462345,0.552546323549098,0.331007832141781,0.636209787248299,0.624886960741605
"2005/4/18",-0.597916887379646,-0.185912137973118,0.246493864057498,-0.279969213839179,0.619189876006704,0.622848099433026,0.380487926723327,0.81785970488273,-0.345469441282775,1,-0.445943485154622,0.234055683890301,0.872999126558794,1,0.474042559728477,0.996462255272798,0.0682875151562353,0.455438807948594,-0.460124063096624,0.588478538671731,0.618580478354868,0.0567423503014832,0.694432370946011,-0.845167105592412,0.231950830162833,-0.485277174682167,0.920602287008018,0.0601454351140078,-0.262021283762266,0.127434179959134,0.489792646094647,0.167704509157605,0.144002508012048,-0.602146116658289,0.163755415433466,0.218693518181832,0.636289566274206,0.404730291834722,0.582189543422251,0.632104904413678
"2005/4/19",-0.671668848307103,-0.16404710788558,0.0802790498919059,-0.357398270068158,0.541006961424011,0.71567551711004,0.504460826704374,0.991132164857033,-0.15288809201585,1,-0.324660356625037,0.411406287881848,0.977837480446912,1,0.519765575721233,1,0.144652008399434,0.392229521325905,-0.422461780659882,0.611049839469663,0.556853839191283,0.037668781349428,0.744884120092545,-0.681955825714355,0.289417128574565,-0.479647202583331,0.996054143267386,0.101064851687631,-0.231048765667423,0.169815905592935,0.667451223919702,0.333768693827992,0.301744394899357,-0.506837404356475,0.446854870763589,0.468236298114162,0.736092237484515,0.471041929569776,0.695348705730849,0.788582805306106
"2005/4/20",-0.722007510107039,-0.125084584077289,0.076641230244683,-0.299883587559214,0.58848007282798,0.633026535959948,0.437480293570493,0.884672675461165,-0.25943413563436,1,-0.254342205328252,0.485379219985732,0.999169356035417,1,0.567780957506917,1,-0.107028219346749,0.206341119220945,-0.537838947401689,0.414663785789112,0.471305703797509,-0.183121066498407,0.568148809872902,-0.63905387815867,0.283275077651432,-0.504250157686288,1,0.0663187765696274,-0.187325707650535,0.157065357422087,0.675108320393509,0.325417700453762,0.292361863774265,-0.551428163317619,0.366422445382143,0.420307412878791,0.794698561637822,0.477602095985311,0.669260524596816,0.827799650004245
"2005/4/21",-0.769184286701111,-0.135337357710598,0.168155100166336,-0.211046583376089,0.615197379512258,0.604063023392486,0.389648716981246,0.785068900844773,-0.323589560015672,1,-0.462422273145157,0.293352467663457,0.946674043891478,1,0.591159814363679,1,0.0613924517014058,0.362811205186563,-0.346670879790165,0.396261498418238,0.624413259576486,0.00411749059932273,0.52044993088041,-0.540365536131041,0.456787942133336,-0.490188133217125,1,-0.161851187266292,-0.315232604576048,0.172827205625947,0.851323672450803,0.491488429775055,0.395219424083315,-0.464563588425005,0.307375846251535,0.323453151229217,0.691448695000017,0.354394431666842,0.573825393115414,0.672323176464596
"2005/4/22",-0.779196874680581,-0.250944810008101,0.14580800709162,-0.238140513809814,0.436049783370244,0.678889855130124,0.37400307030416,0.781344795980207,-0.183468032324734,1,-0.367474074925095,0.367192558722808,0.99719337073113,1,0.558167762701183,0.952358743976063,-0.0208594202171014,0.414647706859152,-0.482663438136264,0.520494796330957,0.603062530920119,-0.142515962660509,0.60531164178462,-0.610099679934921,0.459053020199902,-0.55369219831929,1,-0.279131926932562,-0.424658328769534,0.204577912675573,0.82916636326308,0.412260984446027,0.546082943788201,-0.347040119566818,0.268626129369158,0.320288906004076,0.649061447995637,0.321250239843294,0.555628546894232,0.654370656618288
"2005/4/25",-0.720918740912109,-0.347181459116342,0.146543221967462,-0.313399226040566,0.255995032421278,0.690124346038239,0.311276482927319,0.759125269633738,-0.0832596175368802,1,-0.381558164987414,0.363138634681216,1,1,0.616378762865671,0.997492565472424,0.0178935345654171,0.382647793199109,-0.487858600618256,0.564937758944734,0.564719611183367,-0.0638376081501021,0.552861323290127,-0.531016512063463,0.635362147251272,-0.608979609010447,1,-0.419633013103905,-0.516745387060472,0.278193074153497,0.840340136151024,0.448692496545926,0.412806213831067,-0.362368323383186,0.327676039791941,0.306420351277795,0.597241088502939,0.18410259312023,0.565854785167318,0.610797176892226
"2005/4/26",-0.646206447874014,-0.280148394476044,-0.00579003725482479,-0.24435418206014,0.280203001956156,0.603224963825179,0.253250605755326,0.663660968769899,-0.164790841494173,1,-0.403480070692153,0.347937823506642,0.969330686260763,1,0.587124909446863,1,-0.188547446205462,0.311301008822536,-0.628768978546872,0.426205408063787,0.721272143126823,-0.235671025751974,0.610111128017717,-0.573522696617453,0.674934768339405,-0.410015227381473,1,-0.524846059219146,-0.320370638398644,0.315674650958982,0.855421625933059,0.41618965661462,0.50385800603017,-0.357690874293765,0.377597352263329,0.288106915669801,0.547211501026225,0.171433151829691,0.523502714777211,0.572041262000165
"2005/4/27",-0.607433685680861,-0.283725015416312,0.0319609765414681,-0.356078836663488,0.120987530936012,0.56479482551011,0.194240565050722,0.679931389594958,-0.0805731127099254,1,-0.342336510118771,0.405479628525554,0.998385825592672,1,0.618835207497789,0.986554816597712,-0.176388053076299,0.200850947935794,-0.630194572751576,0.172919508628342,0.699310143135844,-0.228005612708295,0.382393298812359,-0.668496170874727,0.604551489024415,-0.378825975988422,1,-0.443088227319366,-0.236876065055028,0.134602865050861,0.758655590005792,0.370018235633071,0.282797388939939,-0.560710388285539,0.272641987064016,0.213978938599124,0.486305316305643,0.122099521463076,0.505804488772494,0.52528073582615
"2005/4/28",-0.71707086941266,-0.380855998862517,-0.0280126386982755,-0.446164247893896,0.0765147956448583,0.582041904753494,0.122780867643413,0.666492990893429,-0.114646491977879,0.893565292999935,-0.202161160342523,0.54806737017517,1,1,0.628359582093061,0.999292358768301,-0.37985921697063,0.051925831104691,-0.738321179898041,0.103039003895647,0.720130039736514,-0.270664393291715,0.334876654225251,-0.747239021094633,0.741565362729276,-0.469228883995607,1,-0.505914842090509,-0.259441618976928,0.0338992951195123,0.796210542844542,0.39012539716206,0.359696280027056,-0.458424864238674,0.23132420712259,0.0589209719329006,0.46503593292102,0.123866132687818,0.462211076172449,0.455247582270379
"2005/4/29",-0.71254776428014,-0.412113554149967,-0.0405041663171642,-0.451075473891165,-0.0260355767480112,0.606876308483782,0.138811925383135,0.682865365129266,-0.0119378786096471,0.994398173315786,-0.396862355406364,0.371740372211102,1,1,0.563344809745799,1,-0.304262711799796,0.0318140480435764,-0.754071510358997,0.0792632037227932,0.565342448732707,-0.278251406450149,0.335707325763785,-0.762139443103577,0.742313817070125,-0.425921521258717,0.945156104554891,-0.469529702267288,-0.219015542342612,0.0554842774757849,0.821363312931032,0.368960790751214,0.147736386279749,-0.498633881511471,0.321795767967443,0.0177675127968183,0.535654519302516,0.144517977180694,0.448995674034785,0.534757134603093
"2005/5/2",-0.812049930190072,-0.300713686477982,-0.071475509434278,-0.301008053744264,0.0814537568159195,0.586860681004551,0.215696201233802,0.660632531362108,-0.0412558977195474,1,-0.311057274517256,0.387119847664135,1,1,0.510889157915708,1,-0.22984297717576,0.0943552679406657,-0.738698710918253,0.0245170589421648,0.436559319917269,-0.268369319272149,0.494485036649411,-0.933497344283901,0.723515471218645,-0.401276857064766,0.621292947638499,-0.525522094151069,-0.307023009313152,-0.0652261837989612,0.782920276468135,0.315455383633281,0.344688152792166,-0.459891996253995,0.223871700870505,0.0245874017618163,0.523378671161413,0.174498211318728,0.439924002645386,0.504946222123191
"2005/5/3",-0.831449754778024,-0.240907089779741,0.0643706849734102,-0.250387915499307,-0.0419017348723127,0.546262190872559,0.207770099336272,0.622114451449061,0.0651152636939681,1,-0.290837102472114,0.407224928347101,1,1,0.552614214350584,1,-0.180695147392998,0.202416666607156,-0.654631766185361,0.247990542284945,0.493951594516973,-0.271989910413432,0.534538132647955,-0.99712428380848,0.588563332860397,-0.600581313689514,0.650757399015535,-0.46598704670539,-0.38371279649444,-0.00984887330933065,0.68485546048157,0.281071607777583,0.200813559696684,-0.561356289911606,0.117862853692774,0.012062520870988,0.483707552326771,0.0599299388366699,0.342207439500354,0.417197220479407
"2005/5/4",-0.835617325533183,-0.295158081481276,0.178671594708296,-0.27584911277514,0.0286595019266484,0.616648028251236,0.25057937850499,0.68828251894391,0.0536998237861603,1,-0.306150559718043,0.342006604573895,1,1,0.468906016383783,1,-0.0600792226145887,0.263661992060315,-0.53896040065087,0.291642902301645,0.510449197477674,-0.171837098478297,0.651905885857613,-1,0.536250945322429,-0.579456017652629,0.732969655804534,-0.266468472541239,-0.322751233842148,-0.0903366425826242,0.63838916633068,0.305960538918589,0.278987326276919,-0.511344266698271,0.138337351830722,0.0950109754053725,0.421397516019682,-0.052306351099129,0.363740908085369,0.274721198687816
"2005/5/5",-0.898316935432732,-0.238498371145297,0.26700168264642,-0.286367124601457,-0.0416024863039272,0.581568271735281,0.249392224647647,0.698834592241089,0.129179406601816,1,-0.14365442966883,0.443195690203056,1,1,0.583431878068718,1,-0.0583750029197697,0.259252463090363,-0.490877823178011,0.333355200972639,0.718249973112595,-0.123837458407695,0.657965046988034,-1,0.388321747609834,-0.841023241010907,0.629091941603567,-0.336153613370207,-0.249491046287885,0.104815062736965,0.695977703249126,0.360037729138409,0.315699825688784,-0.42342940614493,0.152027911073092,0.0970391000030336,0.370192795032292,-0.0900644069595391,0.434595966096029,0.168686102222754
"2005/5/6",-0.99508037155233,-0.231591352030335,0.358528081800516,-0.375010110708046,-0.125382945254946,0.401634595033375,0.0384240023170586,0.523015744404396,-0.0232213483614018,1,-0.348882376183874,0.339721394564055,1,1,0.395386249854754,1,-0.127672606960587,0.319899317458977,-0.528115111016392,0.352235692549458,0.703017509525014,-0.133669588902109,0.722360729303172,-0.970408386563115,0.398392498530622,-0.701725773563069,0.697979073608771,-0.278676532786454,-0.392724489446195,0.0514350500078994,0.729680811183536,0.366377206474764,0.300291286747493,-0.44374336270947,-0.0329977212496224,-0.0688010023552765,0.380625236854244,-0.0477587080194825,0.483801492354702,0.231849255700808
"2005/5/9",-1,-0.144376941394243,0.386754447149631,-0.235562867265259,0.0157938028810943,0.295185199407058,-0.0207736514198484,0.362541891799594,-0.214870427689309,1,-0.376065509549949,0.273992909348136,1,1,0.50329938812413,1,-0.114448425854839,0.300995267704209,-0.583048518156705,0.317646995799677,0.61793722020082,-0.124583504536828,0.684693036273488,-0.997019938340533,0.491343964653169,-0.742614506491062,0.692603716690036,-0.209402886102997,-0.497548781963103,0.0714210462158458,0.629070848354417,0.396096525032344,0.348780095621935,-0.376278096511913,-0.133787457113937,-0.0516209386048215,0.398646606376598,-0.0288169398910855,0.543229232257369,0.244766420418322
"2005/5/10",-0.936823709917945,-0.238348297216758,0.455502278522641,-0.110664360038521,0.0724462310509051,0.372824095253739,-0.010037277950759,0.29703147331922,-0.248754358317338,0.998363831446411,-0.229241751545155,0.430574555226917,1,1,0.650008941187491,1,-0.288658268941875,0.177359314329419,-0.67674865359167,0.229949389915718,0.532573920852618,-0.254743218706635,0.514798449312254,-0.972937429499528,0.582773937538013,-0.690359298027965,0.520441619766138,-0.278792399366051,-0.498267774422435,0.111333800521501,0.574205056781874,0.392458256942229,0.35873069995189,-0.37763686091889,-0.0817622899935725,-0.00326936553019422,0.407240028100676,-0.0416997881316849,0.573620248304341,0.279006781890374
"2005/5/11",-0.939842651299938,-0.348302941023911,0.546369130678276,-0.096281778883857,-0.0323297292094994,0.405172533856038,-0.0626822448962385,0.221479217200063,-0.20550685628757,0.9999138858656,-0.129465797888407,0.523694414768117,1,1,0.893539625273897,1,-0.200069339109279,0.186145620769812,-0.619209454117371,0.214878017396877,0.436157983497063,-0.152092319386419,0.581000723405722,-0.971384339721451,0.649175467262462,-0.57650632500405,0.629978019097323,-0.283945802696395,-0.409679789509768,0.0688922798477117,0.589258411448972,0.418974336197612,0.192253380992307,-0.501269104924601,-0.0462256314007849,0.0257203488539406,0.403856863950941,-0.213275667740421,0.557088337777321,0.223330897574885
"2005/5/12",-0.77765398264181,-0.287720023535454,0.512675104022642,-0.19209837787021,-0.065310660869884,0.170186969226081,-0.285991617604058,0.0604692000772904,-0.401235749235587,1,-0.119987134198209,0.587536115213675,1,1,0.964907061689749,1,-0.328281017970338,0.182772430884403,-0.614356671996421,0.245184366827833,0.489082877946358,-0.283722137572192,0.647557626570659,-0.998568670778631,0.520473767694206,-0.71281065092307,0.589530991904002,-0.388710643668267,-0.396509982842685,0.165030725230745,0.435533011018143,0.335961837337477,0.0511493146512818,-0.542994269817635,-0.222294853488327,-0.110926447620119,0.205253153475316,-0.33512991572689,0.585268333642968,0.0694598008226229
"2005/5/13",-0.588166185976016,-0.276150281705041,0.544585166436172,-0.180386163741198,-0.0835164222447011,0.117800944448935,-0.368588716372147,-0.05898602398745,-0.46147823377564,0.98334459970119,0.0527561889331819,0.740419158522117,1,1,0.998400456256985,1,-0.347173799112447,0.212917767087748,-0.466694118439744,0.235334954840849,0.394319965804261,-0.342453362738511,0.600516370004375,-1,0.362581904807053,-0.636183209884882,0.501397839002292,-0.510704059500776,-0.449128378915821,0.271090445464623,0.351197556601225,0.20329370752709,0.00225025736429209,-0.528019073423216,-0.28448750354044,-0.142080359763455,-0.0142686484954316,-0.503258615967374,0.48629569206504,0.0512780662172511
"2005/5/16",-0.48248551949981,-0.211715766956598,0.497164153094532,0.00569717241015052,-0.231447980520008,0.068582235402122,-0.368583275506027,-0.171398725275404,-0.335903252418638,0.999123399984273,0.0873821429764679,0.798709974324712,1,1,1,1,-0.178996132417301,0.296917371321836,-0.37147560853764,0.231018379822539,0.422024964268447,-0.332251690395842,0.637143967679047,-0.968476164617528,0.213319465029156,-0.607603900936897,0.265405630294295,-0.442169848524037,-0.513697945267484,0.300900789147141,0.42696739839496,0.199260741521059,0.00823037991116045,-0.49493212759857,-0.338501148982633,-0.147335327068771,-0.0499560214394796,-0.513429883032825,0.381943204365289,0.0324818227244239
"2005/5/17",-0.431151213586905,-0.371994068293149,0.600022805690816,0.0116222344425515,-0.140751853321966,0.0216801744047659,-0.562251221673992,-0.375760656785645,-0.602699758397206,1,-0.0072739136823851,0.796798127518386,1,1,1,1,-0.013755744247986,0.327757448859108,-0.274587780026231,0.391607677977628,0.229874738715611,-0.335033598257781,0.695777107241315,-0.998340850769344,0.134463047164395,-0.697601159035609,0.402175873942617,-0.497375815594621,-0.559409657350195,0.347522959356622,0.28149055986365,-0.00047616003046588,-0.029968968350913,-0.503063959209264,-0.409037011994508,-0.140677739124028,-0.070685816749799,-0.500434558147463,0.345496412624059,0.0547842640479385
"2005/5/18",-0.491531299045589,-0.476977546883861,0.495931337743155,0.217723964526119,-0.132689462542975,0.213399057314549,-0.433725177600954,-0.366435316111485,-0.485445314882912,1,0.0436493409018229,0.866570157059647,1,1,1,1,0.0346251394815752,0.507996016895339,-0.199558950762926,0.586249843927408,0.267806934335092,-0.344886213930603,0.802133539345231,-0.955150763537861,0.176859055175864,-0.688265925929575,0.295133301168933,-0.51685772679333,-0.790844692743369,0.231774436777428,0.383408923296183,0.0593694224225857,-0.0860719540131268,-0.581023609389662,-0.363358411784573,-0.0460558912774559,0.0272411685161557,-0.482016520013567,0.3583456573511,0.073784037202564
"2005/5/19",-0.51257294523841,-0.497169388236279,0.459887226211957,0.236050259367109,-0.108669200731408,0.208804949345829,-0.448650901107219,-0.388817934066063,-0.522741334711599,1,-0.0102684839377653,0.838137523389757,1,1,1,1,0.0542962641685985,0.51259643405253,-0.175093404019438,0.639947631342557,0.282374577744073,-0.268858385361494,0.800672794410181,-0.997639513870414,0.0386009175596564,-0.544999642351845,0.314579186326451,-0.563072153152898,-0.799317194215043,0.200670115195311,0.423561589077558,0.0897373130885509,-0.0819539899545581,-0.530700822636029,-0.387879305743188,-0.0962935783820224,0.0701284270491232,-0.422539714457593,0.363489948153077,0.0358615196176229
"2005/5/20",-0.515385711477857,-0.620926540721923,0.72111331423484,0.15101482556987,-0.172623056945255,0.0941345206250855,-0.688380894990975,-0.595973714107503,-0.701720546343769,0.987889140453963,-0.142800170266265,0.718615710410901,1,1,1,1,-0.0206115827061713,0.544208065590345,-0.168951397671047,0.627310206439601,0.276601259299805,-0.33192392100226,0.745549042692707,-1,-0.00647550131463176,-0.415017380587093,0.395120659504773,-0.626337305356857,-0.908812593243398,0.162668119556516,0.312043090497062,0.00528821085337589,-0.0402429275896861,-0.576371198565605,-0.551302622232568,-0.228694521399323,0.0198518511994082,-0.435512900669027,0.315131087898419,0.0352057648560258
"2005/5/23",-0.407975860930622,-0.642829894533864,0.627760184999409,0.161762475544204,-0.215978717080452,0.154408671388664,-0.630944624180778,-0.552785895027988,-0.615778699545005,0.999362586339682,-0.036612656058385,0.912100972463231,1,1,1,1,0.0915649342773846,0.62983005510518,-0.0677446132043846,0.752405163856929,0.26157128115782,-0.262167934990129,0.827787141180098,-0.729849454825205,-0.00698905303806218,-0.430772368165303,0.391197033409354,-0.660124276384832,-0.925863432246783,0.0355625101554209,0.259378349782082,0.0148587351342551,0.0026698587449842,-0.554809309364087,-0.586143636478319,-0.206818714699707,0.0527070203944794,-0.44320479748064,0.304441154957467,0.0825599577202115
"2005/5/24",-0.334626865249316,-0.763388867199225,0.547787171235042,0.24683282922616,-0.166866819505906,0.254233272032703,-0.604691114009198,-0.577090163887962,-0.626252433101555,1,0.00796229496410176,0.996130540506501,1,1,1,1,0.0668293405299706,0.56810438344794,-0.0781039561714486,0.729117161933316,0.328741331863323,-0.287751712805642,0.845448897656255,-0.672189779558126,-0.0181722013906865,-0.389085243606149,0.463637265374935,-0.725332616071609,-0.936672565560682,0.0297333151972052,0.374072372400731,0.117755740029504,0.0902776192309424,-0.546430213387677,-0.513202621991825,-0.131140340740022,0.172428074657744,-0.398614667174711,0.387113905648083,0.203691125544168
"2005/5/25",-0.189336677410042,-0.840505841787636,0.425639008051075,0.222971760746436,-0.110772526969534,0.397126711467931,-0.520995912951251,-0.464447703093064,-0.590535559634591,1,-0.0362752028602049,0.864499256268758,1,1,1,1,0.00251787642725078,0.515785354262892,-0.129703881143265,0.691299253492973,0.384136913090668,-0.458581771632025,0.862585461643207,-0.683288398523811,0.0339176419643125,-0.299283053356089,0.537985067123905,-0.683097417198907,-0.905978055238017,-0.0556648679239796,0.442255605791835,0.149944622812184,0.147206975082349,-0.574976605143472,-0.351090760405862,0.0905984097596925,0.255522685543554,-0.338416896941019,0.465671103999304,0.319826376108902
"2005/5/26",-0.202162038838351,-0.826474633637457,0.382853724277004,0.149327923400458,-0.226728631796504,0.281712917620744,-0.634386659594785,-0.525290167261219,-0.607921195322151,1,-0.0616562544519284,0.846907018639392,1,1,1,1,0.0587920283192154,0.622402560956339,-0.038471960501178,0.746062348457333,0.313199931815042,-0.351476115413401,0.959206084850795,-0.566064604837243,-0.0110444525307077,-0.246376654577566,0.562083390153808,-0.701940090579199,-0.913617042677705,-0.0818970570088133,0.514700068869385,0.268743723194292,0.108232933652773,-0.648231934724002,-0.38816459269066,0.182013004244364,0.236831773215586,-0.382059882925762,0.436940845084311,0.313805684105074
"2005/5/27",-0.297810640007389,-0.816070329074658,0.365864825318702,0.22969769524454,-0.182196601860966,0.307065420941616,-0.595408779928724,-0.538977225290187,-0.606563183149269,1,-0.108181554235664,0.801620851439626,1,1,1,1,0.0221305213336865,0.569875810720508,-0.0641534085540381,0.673999111416067,0.528199650490033,-0.292242811880914,0.947105008203899,-0.662224755538863,-0.0269574617985548,-0.2657628310974,0.515850044538384,-0.760758379478722,-0.852624742370366,-0.0610512336805539,0.416812692135892,0.126280178259384,0.235466909785502,-0.582920523773693,-0.355652576676148,0.246707151520212,0.181746339441958,-0.450561360579053,0.385406243163401,0.338354736287599
"2005/5/30",-0.218490112671072,-0.870618364859439,0.170184384259176,-0.0216565786784647,-0.386522543460695,0.234201034703614,-0.754769053659323,-0.556462362337171,-0.58587016817132,1,-0.00937391730678099,0.839389102563636,1,1,1,1,0.00488763071994249,0.585338829896421,-0.0999357928428823,0.621021978266,0.592808973844783,-0.281135202194878,0.887314671847755,-0.62373596393547,0.0137349783168054,-0.217982517537413,0.46363821952427,-0.787446681099461,-0.866723590807241,-0.0144648508812713,0.461360764712014,0.171454968135491,0.24928326121062,-0.6003511606926,-0.389170283081759,0.268925566162757,0.130655320545152,-0.471781352983058,0.362882847256557,0.251057391861073
