DATE,IH.CFE,IF.CFE,IC.CFE,TF.CFE,T.CFE,AU.SHF,AG.SHF,CU.SHF,AL.SHF,ZN.SHF,NI.SHF,SN.SHF,PB.SHF,RB.SHF,HC.SHF,I.DCE,JM.DCE,J.DCE,ZC.CZC,RU.SHF,BU.SHF,TA.CZC,MA.CZC,PP.DCE,L.DCE,V.DCE,FG.CZC,SR.CZC,CF.CZC,OI.CZC,RM.CZC,A.DCE,M.DCE,Y.DCE,P.DCE,C.DCE,CS.DCE,JD.DCE,num
2005/3/3,,,,,,,,0.00261609,-0.001218769,,,,,,,,,,,-0.009118604,,,,,,,,,0.001443002,,,0.001751621,0.002730643,,,-0.003401364,,,7
2005/3/4,,,,,,,,-0.003271184,0.003029387,,,,,,,,,,,-0.003058106,,,,,,,,,0.007899502,,,-0.007730186,-0.004294365,,,0.006791198,,,7
2005/3/7,,,,,,,,0.007832938,0.003020238,,,,,,,,,,,-0.004604766,,,,,,,,,0.006698421,,,0.024709562,0.010895049,,,0.003378382,,,7
2005/3/8,,,,,,,,0.005188079,0.001205546,,,,,,,,,,,0.001537279,,,,,,,,,-0.001054667,,,-0.020202707,-0.023889916,,,-0.000843526,,,7
2005/3/9,,,,,,,,0.010936101,0.02322224,,,,,,,,,,,0.010695289,,,,,,,,,0.010148819,,,0.011008023,0.004350412,,,0.00756624,,,7
2005/3/10,,,,,,,,0.001278773,0.002351559,,,,,,,,,,,-0.000760167,,,,,,,,,-0.001742464,,,0.007837832,0.009426621,,,0.016611678,,,7
2005/3/11,,,,,,,,-0.004162004,-0.005889299,,,,,,,,,,,-0.01108786,,,,,,,,,-0.029736704,,,0.013486381,0.020890508,,,-0.004127121,,,7
2005/3/14,,,,,,,,0.002563282,-0.007113249,,,,,,,,,,,0.01108786,,,,,,,,,0.024140327,,,0.026765186,0.036463352,,,0.002478316,,,7
2005/3/15,,,,,,,,0.002875861,-0.001190476,,,,,,,,,,,0.022557347,,,,,,,,,-0.001052816,,,0.027971603,0.033396933,,,0.017989038,,,7
2005/3/16,,,,,,,,0.023025777,0.013605652,,,,,,,,,,,0.033390286,,,,,,,,,0.014639509,,,0.024429652,0.024683905,,,0.029543067,,,7
2005/3/17,,,,,,,,0.002180347,-0.002352942,,,,,,,,,,,0.000353045,,,,,,,,,-0.007292965,,,-0.011827091,-0.012871982,,,-0.01266842,,,7
2005/3/18,,,,,,,,-0.010320655,-0.01650008,,,,,,,,,,,-0.02176714,,,,,,,,,-0.02613143,,,-0.030194571,-0.036730818,,,-0.015625318,,,7
2005/3/21,,,,,,,,0.010320655,0.005333346,,,,,,,,,,,-0.046520016,,,,,,,,,0.007130155,,,0.001289907,-0.014636192,,,0.029482353,,,7
2005/3/22,,,,,,,,-0.002180347,-0.002366865,,,,,,,,,,,-0.009874748,,,,,,,,,-0.013951219,,,-0.014935343,-0.017475812,,,0,,,7
2005/3/23,,,,,,,,-0.005628533,-0.005941788,,,,,,,,,,,-0.010744539,,,,,,,,,-0.002524798,,,-0.014829733,-0.021229,,,-0.006904515,,,7
2005/3/24,,,,,,,,-0.002197458,-0.001192606,,,,,,,,,,,0.009980889,,,,,,,,,-0.002531189,,,0.01613735,0.016340854,,,0.011481182,,,7
2005/3/25,,,,,,,,0.011534892,0,,,,,,,,,,,-0.000764234,,,,,,,,,0.029256457,,,0.011692241,0.021626495,,,-0.000761325,,,7
2005/3/28,,,,,,,,-0.001594134,-0.002389487,,,,,,,,,,,-0.006519678,,,,,,,,,0.004210533,,,0.001935484,-0.010754786,,,0,,,7
2005/3/29,,,,,,,,0.003185731,-0.000598265,,,,,,,,,,,0.028074681,,,,,,,,,0.003495285,,,-0.004198295,-0.004858914,,,-0.003051108,,,7
2005/3/30,,,,,,,,-0.005102052,0.001196172,,,,,,,,,,,0.012639573,,,,,,,,,-0.001746115,,,-0.013685453,-0.019675247,,,-0.009209582,,,7
2005/3/31,,,,,,,,0.008594673,0.00059755,,,,,,,,,,,-0.015261789,,,,,,,,,-0.002449695,,,0.032281693,0.046658958,,,0.005382558,,,7
2005/4/1,,,,,,,,0.005373808,0.001790511,,,,,,,,,,,0.002622215,,,,,,,,,-0.002104526,,,-0.022162462,-0.039424964,,,0,,,7
2005/4/4,,,,,,,,-0.005056901,-0.005381179,,,,,,,,,,,0.003734134,,,,,,,,,0.008739786,,,-0.009463278,-0.010678973,,,0.003827023,,,7
2005/4/5,,,,,,,,0.002215541,-0.00119976,,,,,,,,,,,0,,,,,,,,,-0.005584657,,,-0.00229772,-0.002303264,,,-0.003827023,,,7
2005/4/6,,,,,,,,0.015061471,0.002996706,,,,,,,,,,,-0.004482637,,,,,,,,,-0.002423404,,,0.009159371,0.010323166,,,0.001532567,,,7
2005/4/7,,,,,,,,0.012995232,0.010122147,,,,,,,,,,,0.004482637,,,,,,,,,0.008628181,,,0.012619485,0.011722577,,,-0.003835831,,,7
2005/4/8,,,,,,,,-0.002462297,-0.004155542,,,,,,,,,,,-0.030655191,,,,,,,,,-0.00516797,,,-0.008071069,-0.013626252,,,0,,,7
2005/4/11,,,,,,,,0.021342273,0.007113249,,,,,,,,,,,-0.007203823,,,,,,,,,0.020851892,,,-0.016999429,-0.025474168,,,0.000768344,,,7
2005/4/12,,,,,,,,0.003613373,-0.004736539,,,,,,,,,,,-0.006106889,,,,,,,,,-0.001692907,,,0.012776587,0.014746096,,,0.003067487,,,7
2005/4/13,,,,,,,,-0.006937141,-0.001782002,,,,,,,,,,,-0.024415086,,,,,,,,,-0.020195792,,,-0.009813621,-0.016311041,,,-0.003067487,,,7
2005/4/14,,,,,,,,-0.04108686,-0.011360361,,,,,,,,,,,0.002742411,,,,,,,,,-0.013577232,,,0,0.007411776,,,-0.001537279,,,7
2005/4/15,,,,,,,,0.015644875,0.004200426,,,,,,,,,,,-0.002742411,,,,,,,,,0.009071939,,,-0.00659633,-0.005065275,,,-0.003853569,,,7
2005/4/18,,,,,,,,0.004337058,0.002392346,,,,,,,,,,,0.006257353,,,,,,,,,-0.000347403,,,-0.009642635,-0.000781555,,,-0.000772499,,,7
2005/4/19,,,,,,,,0.017162542,-0.002991327,,,,,,,,,,,0.012398454,,,,,,,,,0.01208787,,,0.013276,0.016285742,,,0.005395003,,,7
2005/4/20,,,,,,,,0.019558319,0.002991327,,,,,,,,,,,0.003075743,,,,,,,,,0.004111003,,,0.031480776,0.027689992,,,0.002303264,,,7
2005/4/21,,,,,,,,-0.009548817,-0.003590668,,,,,,,,,,,-0.025268594,,,,,,,,,-0.007894326,,,-0.021638177,-0.033089157,,,-0.009245058,,,7
2005/4/22,,,,,,,,0.013220792,0.002395211,,,,,,,,,,,0.001966569,,,,,,,,,0.003439976,,,0.010716128,0.013443644,,,0.000773694,,,7
2005/4/25,,,,,,,,-0.011983551,0.001195457,,,,,,,,,,,0.00039285,,,,,,,,,0.002743486,,,0.006439172,0.008358711,,,0,,,7
2005/4/26,,,,,,,,0.0104552,0.00119403,,,,,,,,,,,-0.015037877,,,,,,,,,0.003418807,,,-0.007731997,-0.009503968,,,-0.001547988,,,7
2005/4/27,,,,,,,,-0.023836448,-0.00179158,,,,,,,,,,,0.005170025,,,,,,,,,0,,,-0.004213262,-0.008438869,,,-0.001550388,,,7
2005/4/28,,,,,,,,-0.001567644,0.002984186,,,,,,,,,,,0.005932388,,,,,,,,,0.000341239,,,0.001946788,0.000770119,,,-0.003886519,,,7
2005/4/29,,,,,,,,0.006879327,0.007125921,,,,,,,,,,,-0.004346974,,,,,,,,,0.00306592,,,-0.005851772,-0.007340191,,,0,,,7
2005/5/9,,,,,,,,0.008996493,0,,,,,,,,,,,0.017275655,,,,,,,,,-0.008539762,,,0.00649986,0.001549787,,,-0.003901683,,,7
2005/5/10,,,,,,,,0.009222322,0.001782002,,,,,,,,,,,-0.005464494,,,,,,,,,-0.001029689,,,-0.001621009,-0.000387222,,,-0.000767754,,,7
2005/5/11,,,,,,,,-0.00767935,-0.003567186,,,,,,,,,,,-0.005494519,,,,,,,,,-0.014528101,,,-0.004878852,-0.001938361,,,-0.003076926,,,7
2005/5/12,,,,,,,,-0.013035566,-0.004776128,,,,,,,,,,,0.003143421,,,,,,,,,0.006252191,,,0.003904984,0.000387973,,,-0.01240326,,,7
2005/5/13,,,,,,,,-0.034968598,-0.004799049,,,,,,,,,,,0.005477322,,,,,,,,,-0.017464642,,,-0.019016967,-0.029923492,,,-0.008617366,,,7
2005/5/16,,,,,,,,0.005162967,0.001201923,,,,,,,,,,,0.008160139,,,,,,,,,-0.004237294,,,-0.001656452,0.002793855,,,0.004709585,,,7
2005/5/17,,,,,,,,-0.020156729,0.00060042,,,,,,,,,,,0.002705316,,,,,,,,,0.001767722,,,-0.003321159,-0.009209274,,,0.003127446,,,7
2005/5/18,,,,,,,,0.00817666,0.002996706,,,,,,,,,,,0.011893484,,,,,,,,,0.009492073,,,0.007622241,0.010802265,,,0.004672906,,,7
2005/5/19,,,,,,,,0.00162734,-0.004197907,,,,,,,,,,,-0.00842594,,,,,,,,,-0.005042875,,,0.003295982,0,,,0.003103183,,,7
2005/5/20,,,,,,,,0.000650195,0.002400962,,,,,,,,,,,0.00192123,,,,,,,,,-0.015625318,,,0,0.001987677,,,-0.001550388,,,7
2005/5/23,,,,,,,,-0.007830383,-0.003002104,,,,,,,,,,,0.010311338,,,,,,,,,-0.029531415,,,0.015671232,0.03166182,,,0.005415874,,,7
2005/5/24,,,,,,,,0.014954765,0.003601444,,,,,,,,,,,-0.004133014,,,,,,,,,0.00070497,,,-0.008458086,-0.016292059,,,0,,,7
2005/5/25,,,,,,,,0,-0.001799101,,,,,,,,,,,-0.00793805,,,,,,,,,-0.020289003,,,0.004237985,0.008954703,,,-0.01242252,,,7
2005/5/26,,,,,,,,-0.001291573,0.00119976,,,,,,,,,,,0.022886011,,,,,,,,,0.007165921,,,0.019011367,0.033914471,,,0.004676548,,,7
2005/5/27,,,,,,,,0.006762222,0.001198322,,,,,,,,,,,0.005548377,,,,,,,,,0.005695993,,,0.002231788,0.0156137,,,0.00465478,,,7
2005/5/30,,,,,,,,-0.004503063,0.001196888,,,,,,,,,,,0,,,,,,,,,0.014099634,,,0.00159109,-0.00147656,,,-0.005432687,,,7
2005/5/31,,,,,,,,-0.011021181,-0.00179587,,,,,,,,,,,-0.001107215,,,,,,,,,-0.008082982,,,0.003808319,0.00479087,,,-0.001557633,,,7
2005/6/1,,,,,,,,0.007766374,0.002393777,,,,,,,,,,,0.006258073,,,,,,,,,-0.029361221,,,-0.014035318,-0.017056402,,,-0.002341008,,,7
2005/6/2,,,,,,,,0.032106018,0.002388061,,,,,,,,,,,0.005489492,,,,,,,,,0.011919953,,,-0.006445398,0.000373902,,,0,,,7
2005/6/3,,,,,,,,0.015834876,0.006573074,,,,,,,,,,,0.005822433,,,,,,,,,0.003584233,,,-0.011380386,-0.004496074,,,0,,,7
2005/6/6,,,,,,,,0.041450204,0.010663608,,,,,,,,,,,0.025081931,,,,,,,,,0.015267472,,,0.026780113,0.036863739,,,0.01396454,,,7
2005/6/7,,,,,,,,-0.004315666,-0.006503127,,,,,,,,,,,0.001414427,,,,,,,,,-0.007072165,,,-0.009275614,-0.021584888,,,-0.002313923,,,7
2005/6/8,,,,,,,,-0.016194686,-0.002970005,,,,,,,,,,,-0.005669753,,,,,,,,,0.004602593,,,-0.005154651,-0.002592114,,,-0.001545595,,,7
2005/6/9,,,,,,,,0.003447739,-0.002978852,,,,,,,,,,,-0.013595916,,,,,,,,,0.000706215,,,-0.00291121,0.002961868,,,0.001545595,,,7
2005/6/10,,,,,,,,0.017984981,0.002383791,,,,,,,,,,,0.019972133,,,,,,,,,0.000705716,,,0.001294918,0.002584458,,,0.003084043,,,7
2005/6/13,,,,,,,,0.004904976,0.000595061,,,,,,,,,,,-0.010649728,,,,,,,,,0.007730186,,,-0.000647249,0,,,-0.00231214,,,7
2005/6/14,,,,,,,,-0.011070224,-0.000595061,,,,,,,,,,,-0.003575263,,,,,,,,,0.001399091,,,-0.003567379,-0.003694131,,,-0.001544402,,,7
2005/6/15,,,,,,,,0.010764367,0.005934736,,,,,,,,,,,-0.005386977,,,,,,,,,-0.000349589,,,0.004538095,0.0095765,,,0.001544402,,,7
2005/6/16,,,,,,,,0.005795349,-0.002962965,,,,,,,,,,,-0.005778275,,,,,,,,,-0.002100106,,,0.009014871,0.002196998,,,-0.000771903,,,7
2005/6/17,,,,,,,,0.012392481,0.000593296,,,,,,,,,,,0.00829581,,,,,,,,,-0.007738343,,,0.006071276,-0.001097896,,,0.000771903,,,7
2005/6/20,,,,,,,,0.031927039,0,,,,,,,,,,,0.012820688,,,,,,,,,0.009838449,,,0.022055084,0.018845002,,,0.00231214,,,7
2005/6/21,,,,,,,,-0.012000729,-0.007142888,,,,,,,,,,,-0.003544846,,,,,,,,,-0.00139958,,,-0.009707294,0.001056152,,,-0.003856542,,,7
2005/6/22,,,,,,,,0.00323387,-0.00059755,,,,,,,,,,,0.012352372,,,,,,,,,-0.002453989,,,0.010641728,-0.001056152,,,0.002315709,,,7
2005/6/23,,,,,,,,-0.018664443,-0.003592818,,,,,,,,,,,0.000701262,,,,,,,,,-0.015921086,,,-0.0179053,-0.023161556,,,-0.002315709,,,7
2005/6/24,,,,,,,,0.012481588,0.001798023,,,,,,,,,,,0.008377012,,,,,,,,,0.007815315,,,0.004427585,0.01039995,,,0.003086422,,,7
2005/6/27,,,,,,,,0.006769709,-0.001198322,,,,,,,,,,,0.001389372,,,,,,,,,-0.001770852,,,-0.011105937,-0.011482006,,,-0.003086422,,,7
2005/6/28,,,,,,,,-0.009135175,-0.006013247,,,,,,,,,,,0.000693963,,,,,,,,,-0.005687893,,,-0.037384493,-0.038254021,,,-0.003871472,,,7
2005/6/29,,,,,,,,-0.015513438,-0.006049625,,,,,,,,,,,0.005534431,,,,,,,,,-0.00572043,,,-0.008649422,0.008586948,,,0.002324681,,,7
2005/6/30,,,,,,,,0.016401143,0.003634165,,,,,,,,,,,-0.002071824,,,,,,,,,-0.003232181,,,-0.019909549,-0.015358983,,,-0.003100778,,,7
2005/7/1,,,,,,,,-0.007421735,0.000604412,,,,,,,,,,,0.018832948,,,,,,,,,0.013931284,,,0.009498036,0.012380575,,,0,,,7
2005/7/4,,,,,,,,-0.018622512,-0.003631965,,,,,,,,,,,0.021145275,,,,,,,,,0.012689631,,,0.009408672,0.008169373,,,-0.000776699,,,7
2005/7/5,,,,,,,,0.009975145,-0.006693058,,,,,,,,,,,0.000664011,,,,,,,,,-0.001402033,,,-0.001003848,-0.000739919,,,-0.002333723,,,7
2005/7/6,,,,,,,,0.009569451,-0.001833181,,,,,,,,,,,0.013843332,,,,,,,,,0.000343466,,,0.00621628,0.003325331,,,0.000778513,,,7
2005/7/7,,,,,,,,0.01494158,0.004904976,,,,,,,,,,,0.024892186,,,,,,,,,-0.006891826,,,-0.004576667,-0.002955303,,,0.000777907,,,7
2005/7/8,,,,,,,,0.000302618,-0.00122399,,,,,,,,,,,0.017094433,,,,,,,,,0.008950146,,,-0.003939598,-0.000740192,,,0.000777303,,,7
2005/7/11,,,,,,,,0.000604961,0.007929288,,,,,,,,,,,-0.005034624,,,,,,,,,0.011245646,,,0,-0.007432216,,,0.00851069,,,7
2005/7/12,,,,,,,,0.004525577,0.006660636,,,,,,,,,,,0.019369553,,,,,,,,,0.004058173,,,0.009820046,0.002979518,,,-0.000770713,,,7
2005/7/13,,,,,,,,-0.004223234,-0.004233451,,,,,,,,,,,-0.026651523,,,,,,,,,-0.023908243,,,-0.011795681,-0.00896532,,,-0.003088806,,,7
2005/7/14,,,,,,,,0.008128902,-0.002427186,,,,,,,,,,,0.013884729,,,,,,,,,0.007575794,,,0.004931787,0.006358727,,,-0.000773694,,,7
2005/7/15,,,,,,,,-0.004809147,0.012077441,,,,,,,,,,,0.002816463,,,,,,,,,-0.003780723,,,-0.000984414,0,,,0,,,7
2005/7/18,,,,,,,,0.002407464,-0.003607941,,,,,,,,,,,0.00709551,,,,,,,,,-0.008646085,,,-0.008241352,-0.002987306,,,-0.003877477,,,7
2005/7/19,,,,,,,,0.000600962,-0.004830927,,,,,,,,,,,0.005518101,,,,,,,,,-0.009422509,,,-0.001988072,-0.002246351,,,0.000776699,,,7
2005/7/20,,,,,,,,0.001500826,0.004228336,,,,,,,,,,,-0.007056326,,,,,,,,,-0.014124529,,,-0.02723315,-0.024664502,,,-0.005449605,,,7
2005/7/21,,,,,,,,0.002396646,-0.000602954,,,,,,,,,,,0.003994475,,,,,,,,,0.003904175,,,0.007131971,0.013735432,,,0.002333723,,,7
2005/7/22,,,,,,,,0.006858533,-0.00241546,,,,,,,,,,,0.018232046,,,,,,,,,-0.004971601,,,-0.025708357,-0.02067455,,,-0.006235406,,,7
2005/7/25,,,,,,,,0.027262424,0.000604412,,,,,,,,,,,0.018792499,,,,,,,,,0.006033736,,,-0.000688705,-0.002711603,,,-0.008637667,,,7
2005/7/26,,,,,,,,0.00519182,-0.002419844,,,,,,,,,,,0.01204303,,,,,,,,,-0.002834871,,,0.007549796,0.008882082,,,-0.000788955,,,7
2005/7/27,,,,,,,,-0.006349228,-0.004248868,,,,,,,,,,,-0.015892035,,,,,,,,,-0.008195307,,,0.002731309,0.001536689,,,0.003152091,,,7
2005/7/28,,,,,,,,0.01722201,0.003642991,,,,,,,,,,,0.018225078,,,,,,,,,-0.006100862,,,-0.002389487,-0.001152295,,,-0.015230755,,,7
2005/7/29,,,,,,,,0.000284535,0.001212121,,,,,,,,,,,-0.022982744,,,,,,,,,0.00645858,,,-0.003080612,-0.001153624,,,-0.000808081,,,7
2005/8/1,,,,,,,,-0.004276557,-0.001212121,,,,,,,,,,,-0.007479466,,,,,,,,,-0.003582949,,,-0.017987341,-0.015119497,,,-0.011382237,,,7
2005/8/2,,,,,,,,0.011024191,0.001817632,,,,,,,,,,,-0.022165778,,,,,,,,,-0.002515725,,,0.017987341,0.004676548,,,0.00651999,,,7
2005/8/3,,,,,,,,-0.000288559,0.000605144,,,,,,,,,,,0.011296105,,,,,,,,,-0.003243831,,,0.000342759,0.00117348,,,-0.008975988,,,7
2005/8/4,,,,,,,,-0.005498495,-0.000605144,,,,,,,,,,,-0.020859652,,,,,,,,,-0.01198489,,,-0.014845776,-0.013777033,,,-0.005754229,,,7
2005/8/5,,,,,,,,-0.004362374,0.000605144,,,,,,,,,,,0.013852769,,,,,,,,,0.001460387,,,0.00173762,0.005139367,,,0.004113539,,,7
2005/8/8,,,,,,,,-0.016160187,-0.000605144,,,,,,,,,,,-0.003982238,,,,,,,,,0.000729395,,,-0.002781643,0.001182266,,,-0.000821355,,,7
2005/8/9,,,,,,,,0.016451605,0.001209922,,,,,,,,,,,-0.014531095,,,,,,,,,-0.0139503,,,-0.009797139,-0.007114655,,,-0.00082203,,,7
2005/8/10,,,,,,,,-0.025377579,-0.003027553,,,,,,,,,,,-0.01253542,,,,,,,,,-0.017527952,,,-0.013807973,-0.011570047,,,0.004922077,,,7
2005/8/11,,,,,,,,0.020119022,0.004236012,,,,,,,,,,,0.013469272,,,,,,,,,0,,,0.002492435,0.006798666,,,0.002451983,,,7
2005/8/12,,,,,,,,-0.002052486,0.001809955,,,,,,,,,,,-0.018210864,,,,,,,,,0.003755168,,,-0.001067426,0.001990843,,,-0.004089985,,,7
2005/8/15,,,,,,,,0.019474529,0.006009633,,,,,,,,,,,-0.005082603,,,,,,,,,-0.006015056,,,-0.014342304,-0.0180619,,,-0.013201512,,,7
2005/8/16,,,,,,,,0.00659879,-0.003601444,,,,,,,,,,,0.009126735,,,,,,,,,0.009756175,,,-0.014551002,-0.025016683,,,-0.002494804,,,7
2005/8/17,,,,,,,,0.001428776,0,,,,,,,,,,,-0.007862912,,,,,,,,,-0.00561694,,,-0.004038926,-0.002494804,,,-0.0066834,,,7
2005/8/18,,,,,,,,-0.016120096,-0.006031381,,,,,,,,,,,0.002837776,,,,,,,,,-0.000751315,,,0.009520394,0.011589534,,,0.007515693,,,7
2005/8/19,,,,,,,,-0.008451165,0.003020238,,,,,,,,,,,-0.011081323,,,,,,,,,-0.000375869,,,-0.004382768,-0.004123717,,,0.000831601,,,7
2005/8/22,,,,,,,,0.012505616,-0.001207001,,,,,,,,,,,0.010136292,,,,,,,,,0.01825344,,,0.019213932,0.014359221,,,0.005801923,,,7
2005/8/23,,,,,,,,0.016339764,0.001809955,,,,,,,,,,,0.004716248,,,,,,,,,-0.000369208,,,0.002510312,0.010534943,,,-0.002482417,,,7
2005/8/24,,,,,,,,-0.007420125,-0.000602954,,,,,,,,,,,0.008122506,,,,,,,,,0.00073828,,,-0.005747142,-0.006875659,,,-0.004983399,,,7
2005/8/25,,,,,,,,-0.003443332,-0.001811048,,,,,,,,,,,0.00031109,,,,,,,,,0.006620105,,,0.00251844,0.00162206,,,0.004154555,,,7
2005/8/26,,,,,,,,-0.000575043,-0.001814334,,,,,,,,,,,-0.009061146,,,,,,,,,-0.00404041,,,-0.019960743,-0.021708819,,,-0.003322262,,,7
2005/8/29,,,,,,,,0.012859157,-0.00060551,,,,,,,,,,,0.011236073,,,,,,,,,0.015339965,,,0.020679133,0.019680832,,,0.002492731,,,7
2005/8/30,,,,,,,,-0.003697913,-0.000605877,,,,,,,,,,,-0.001242236,,,,,,,,,-0.004358888,,,-0.001796946,-0.002032108,,,-0.00083022,,,7
2005/8/31,,,,,,,,0.006024979,0,,,,,,,,,,,0.023342583,,,,,,,,,0.002868414,,,0.016057437,0.014138793,,,0.004971013,,,7
